family,FamilyShort,Combination,blocks,blocks_display,Cases,OK,MedSolve,MedIter,MedE2E,MedSpd,"10,000",118,14,14K,1K,200,2K,"3,022","30,000",300,39,4K,5,"5,658",500,57,6K,"7,336","8,387",family_order,combo_order
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a$,Va,Va,18,17,1.588818073272705,7.0,1.9904539585113523,31.433889756214718,25.781/15,0.131/25,0.034/5,\textbf{F},1.589/42,0.166/30,2.446/50,5.118/43,94.997/43,0.620/-27,0.043/29,5.573/64,0.023/1,8.967/40,0.579/32,0.065/31,47.540/-4,10.587/35,,5,"(1, (0,), 'Va')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_m$,Vm,Vm,18,16,2.768085479736328,19.0,3.011299967765808,-5.129597218869199,83.035/-174,0.161/7,0.034/6,\textbf{F},8.541/-214,0.180/24,3.461/30,24.884/-177,\textbf{F},2.075/-325,0.076/-24,9.798/37,0.027/-16,11.494/23,0.753/12,0.073/24,61.624/-34,18.901/-16,,5,"(1, (1,), 'Vm')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$P_g$,Pg,Pg,18,17,3.2147128582000732,30.0,3.985234022140503,-3.2349726775953886,89.731/-196,0.169/3,0.030/17,145.344/-223,13.108/-382,0.171/28,3.215/35,27.106/-202,\textbf{F},0.624/-28,0.062/-1,16.828/-8,0.024/-3,8.212/45,1.060/-24,0.065/32,65.523/-43,15.223/7,,5,"(1, (2,), 'Pg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$Q_g$,Qg,Qg,18,14,1.2326589822769165,35.0,1.402155876159668,-4.210523108395954,\textbf{F},0.221/-27,0.034/4,\textbf{F},7.026/-158,0.179/25,4.823/2,25.911/-189,\textbf{F},0.719/-47,0.094/-54,9.958/36,0.023/-1,8.216/45,1.746/-105,0.065/32,\textbf{F},17.599/-8,,5,"(1, (3,), 'Qg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a{+}V_m$,Vm+Va,Va+Vm,18,17,1.425807237625122,4.0,1.828705072402954,45.407954179554494,13.954/54,0.127/27,0.029/19,\textbf{F},1.426/48,0.169/29,2.331/53,3.269/64,50.004/70,0.267/45,0.174/-186,6.318/59,0.017/28,8.476/43,0.485/43,0.066/31,6.813/85,8.482/48,,5,"(2, (0, 1), 'Va+Vm')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a{+}P_g$,Pg+Va,Va+Pg,18,18,2.0007710456848145,8.5,2.589722514152527,32.79847133466927,18.168/40,0.127/27,0.028/22,159.252/-254,1.555/43,0.172/28,2.446/50,3.566/60,57.566/65,0.298/39,0.045/26,6.900/56,0.017/27,7.766/48,0.534/37,0.070/27,43.930/4,11.707/28,,5,"(2, (0, 2), 'Va+Pg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a{+}Q_g$,Qg+Va,Va+Qg,18,17,1.6442348957061768,7.0,2.058666944503784,33.41035649232393,43.541/-44,0.128/27,0.030/16,\textbf{F},1.644/40,0.170/28,2.718/45,3.685/59,82.818/50,0.290/41,0.111/-83,5.673/63,0.015/33,8.853/41,0.557/35,0.065/32,46.133/-1,12.934/21,,5,"(2, (0, 3), 'Va+Qg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_m{+}P_g$,Pg+Vm,Vm+Pg,18,15,1.147808074951172,21.0,1.1970939636230469,4.723374363089395,101.736/-235,0.166/5,0.028/20,\textbf{F},9.134/-236,0.174/27,3.520/29,25.564/-185,\textbf{F},0.722/-48,0.053/13,29.422/-89,0.020/14,11.793/21,1.148/-35,0.066/31,\textbf{F},19.814/-21,,5,"(2, (1, 2), 'Vm+Pg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_m{+}Q_g$,Qg+Vm,Vm+Qg,18,15,0.7916700839996338,35.0,0.8685839176177979,-11.066964590631008,\textbf{F},0.163/6,0.032/11,\textbf{F},9.260/-241,0.177/26,5.682/-15,26.798/-199,\textbf{F},0.543/-11,0.189/-211,8.380/46,0.027/-18,10.118/32,0.792/7,0.073/24,74.129/-62,24.764/-52,,5,"(2, (1, 3), 'Vm+Qg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$P_g{+}Q_g$,Pg+Qg,Pg+Qg,18,14,0.8735944032669067,32.0,0.9903014898300171,-7.313791190870732,79.677/-163,0.146/16,0.029/17,\textbf{F},7.352/-170,0.184/23,4.782/3,\textbf{F},\textbf{F},0.742/-52,0.060/2,61.055/-293,0.027/-17,10.198/32,1.005/-18,0.065/32,\textbf{F},25.630/-57,,5,"(2, (2, 3), 'Pg+Qg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a{+}V_m{+}P_g$,Pg+Vm+Va,Va+Vm+Pg,18,18,1.835580587387085,4.0,2.2645552158355713,46.754054172494136,13.564/55,0.128/26,0.027/24,151.529/-237,1.345/51,0.168/29,2.326/53,4.135/54,40.842/75,0.265/46,0.068/-13,6.623/57,0.020/14,7.584/49,0.479/44,0.064/33,6.824/85,8.526/48,,5,"(3, (0, 1, 2), 'Va+Vm+Pg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a{+}V_m{+}Q_g$,Qg+Vm+Va,Va+Vm+Qg,18,18,1.8215705156326294,4.0,2.427717089653015,47.28701621943878,11.660/62,0.134/23,0.028/22,17.204/62,1.302/52,0.162/32,2.341/53,3.217/64,43.989/73,0.263/46,0.066/-9,4.952/68,0.017/24,8.278/45,0.488/43,0.062/35,6.551/86,8.416/48,,5,"(3, (0, 1, 3), 'Va+Vm+Qg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a{+}P_g{+}Q_g$,Pg+Qg+Va,Va+Pg+Qg,18,17,1.624897003173828,9.0,2.0266880989074707,35.79160816472655,22.632/25,0.133/23,0.034/3,\textbf{F},1.625/40,0.168/29,2.728/45,3.750/58,49.091/70,0.307/37,0.068/-12,6.006/61,0.020/12,7.413/51,0.547/36,0.067/29,18.684/59,12.207/25,,5,"(3, (0, 2, 3), 'Va+Pg+Qg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_m{+}P_g{+}Q_g$,Pg+Qg+Vm,Vm+Pg+Qg,18,14,0.7654678821563721,27.0,0.8116223812103271,-19.750791989298673,\textbf{F},0.159/9,0.030/16,169.635/-277,11.760/-332,0.174/27,7.217/-46,27.094/-202,\textbf{F},0.686/-40,0.123/-102,\textbf{F},0.018/22,11.389/24,0.845/1,0.068/29,\textbf{F},24.927/-53,,5,"(3, (1, 2, 3), 'Vm+Pg+Qg')"
oracle_ac_primal_dual_all_bounds,O-PD-AB,$V_a{+}V_m{+}P_g{+}Q_g$,Pg+Qg+Vm+Va,Va+Vm+Pg+Qg,18,18,1.7862249612808228,3.5,2.3886523246765137,50.05941651758707,11.201/63,0.126/27,0.030/15,17.428/61,1.307/52,0.162/32,2.265/54,3.109/65,38.632/77,0.255/48,0.099/-63,6.133/61,0.017/27,6.579/56,0.472/45,0.062/35,6.541/86,8.452/48,,5,"(4, (0, 1, 2, 3), 'Va+Vm+Pg+Qg')"
oracle_ac_dual_only_constraint,DO-C,---,,,18,13,1.0229299068450928,65.0,1.0591328144073486,-39.18130051386599,\textbf{F},0.207/-19,0.034/5,\textbf{F},8.838/-225,0.302/-27,6.865/-39,\textbf{F},\textbf{F},1.023/-109,0.096/-58,\textbf{F},0.027/-17,25.834/-72,1.970/-131,0.081/15,52.032/-14,37.338/-129,,6,"(0, (), '')"
oracle_ac_dual_only_bounds,DO-B,---,,,18,14,1.7949455976486206,47.0,1.858664631843567,-36.184602867076926,61.616/-103,0.236/-36,0.034/5,\textbf{F},9.918/-265,0.192/19,5.562/-13,\textbf{F},\textbf{F},0.795/-63,0.083/-37,8.302/47,0.051/-121,8.924/40,2.795/-228,0.086/10,\textbf{F},22.308/-37,,7,"(0, (), '')"
oracle_ac_dual_only_full,DO-F,---,,,18,14,0.7318228483200073,23.5,0.8912638425827026,8.57681877591428,\textbf{F},0.193/-11,0.031/13,\textbf{F},8.907/-228,0.174/27,3.348/32,22.701/-153,\textbf{F},0.523/-7,0.105/-73,9.279/40,0.019/17,9.781/35,0.941/-10,0.072/25,\textbf{F},15.688/4,,8,"(0, (), '')"
dc_seed,DC,$V_a$,Va,Va,18,17,2.629779815673828,38.0,3.2389678955078125,3.289606528903048,27.365,0.192,0.030,42.229,2.630,0.233,6.668,6.529,107.184,0.413,0.099,15.678,0.022,14.646,1.408,0.072,\textbf{F},16.442,,9,"(1, (0,), 'Va')"
dc_seed,DC,$P_g$,Pg,Pg,18,17,2.8555450439453125,40.0,3.4338090419769287,0.07437352869523756,32.050,0.171,0.030,43.777,2.856,0.227,5.212,8.388,165.297,0.430,0.092,12.259,0.023,14.971,0.856,0.072,\textbf{F},16.308,,9,"(1, (2,), 'Pg')"
dc_seed,DC,$V_a{+}P_g$,Pg+Va,Va+Pg,18,18,4.008045077323914,33.5,4.628035068511963,9.109249317600003,74.502,0.190,0.032,37.476,2.468,0.217,5.548,7.639,108.666,0.418,0.077,12.021,0.018,11.942,1.153,0.075,58.667,15.204,,9,"(2, (0, 2), 'Va+Pg')"
