family,FamilyShort,Combination,blocks,blocks_display,Cases,OK,MedSolve,MedIter,MedE2E,MedSpd,"10,000",118,14,14K,1K,200,2K,"3,022","30,000",300,39,4K,5,"5,658",500,57,6K,"7,336","8,387",family_order,combo_order
oracle_ac_primal_only,O-PO,$V_a{+}V_m{+}Q_g$,Qg+Vm+Va,Va+Vm+Qg,18,18,3.8061126470565796,36.5,4.285700082778931,3.895391017653118,28.013/8/64,0.192/-10/28,0.031/14/13,43.072/4/62,2.625/3/36,0.224/6/20,4.988/-1/40,8.096/10/50,100.282/39/103,0.412/16/21,0.060/1/28,15.641/-1/55,0.018/20/13,14.962/0/37,0.908/-6/34,0.185/-95/13,17.127/63/50,15.950/2/37,,1,"(3, (0, 1, 3), 'Va+Vm+Qg')"
oracle_ac_primal_only,O-PO,$V_a{+}P_g{+}Q_g$,Pg+Qg+Va,Va+Pg+Qg,18,18,4.151387095451355,32.0,4.625959157943726,4.876656328445389,61.225/-102/154,0.189/-8/26,0.037/-3/14,34.949/22/47,2.587/5/35,0.225/5/17,5.715/-16/50,7.511/16/43,120.029/27/122,0.382/22/24,0.058/5/24,10.525/32/30,0.022/3/15,13.766/8/32,1.133/-33/48,0.112/-17/14,58.941/-29/244,14.661/10/32,,1,"(3, (0, 2, 3), 'Va+Pg+Qg')"
oracle_ac_primal_only,O-PO,$V_m{+}P_g{+}Q_g$,Pg+Qg+Vm,Vm+Pg+Qg,18,18,3.734901547431946,33.5,4.392609596252441,5.724391103315792,37.202/-23/93,0.174/0/21,0.034/4/15,41.575/8/59,3.013/-11/42,0.219/8/19,4.457/10/37,8.785/2/75,142.885/14/153,0.411/16/27,0.059/4/27,9.545/39/33,0.019/16/19,13.316/11/34,0.925/-9/27,0.078/18/11,55.425/-21/219,15.717/4/36,,1,"(3, (1, 2, 3), 'Vm+Pg+Qg')"
oracle_ac_primal_only,O-PO,$V_a{+}V_m{+}P_g{+}Q_g$,Pg+Qg+Vm+Va,Va+Vm+Pg+Qg,18,18,3.871829628944397,29.5,4.445327639579773,14.283358685248668,23.843/21/50,0.160/8/18,0.029/18/13,35.682/21/47,3.666/-35/31,0.205/14/15,4.078/17/30,5.861/35/44,118.407/28/120,0.428/12/15,0.054/12/17,10.865/30/30,0.020/13/13,13.404/11/30,0.804/6/27,0.290/-205/11,11.728/74/33,13.903/15/29,,1,"(4, (0, 1, 2, 3), 'Va+Vm+Pg+Qg')"
oracle_ac_primal_dual,O-PD,$V_a$,Va,Va,18,12,1.29820716381073,116.0,1.3356151580810547,-60.5870231810493,\textbf{F},0.270/-55/63,0.035/1/19,\textbf{F},10.583/-289/224,0.296/-25/37,13.946/-183/152,\textbf{F},\textbf{F},2.300/-371/242,0.101/-66/80,\textbf{F},0.018/22/14,65.265/-336/268,2.883/-238/187,0.107/-12/22,60.007/-31/254,\textbf{F},,2,"(1, (0,), 'Va')"
oracle_ac_primal_dual,O-PD,$V_m$,Vm,Vm,18,10,0.2701455354690552,54.0,0.37975013256073,-93.92498961431188,\textbf{F},0.252/-45/53,0.032/10/10,\textbf{F},\textbf{F},0.289/-22/38,12.001/-143/133,\textbf{F},\textbf{F},4.080/-735/286,0.078/-29/49,\textbf{F},0.026/-15/39,59.273/-296/249,4.616/-442/185,0.249/-161/55,\textbf{F},\textbf{F},,2,"(1, (1,), 'Vm')"
oracle_ac_primal_dual,O-PD,$P_g$,Pg,Pg,18,13,1.2595062255859375,58.0,1.360978126525879,-173.10435602125122,\textbf{F},0.232/-33/45,0.031/13/16,122.935/-173/200,9.109/-235/179,0.216/9/16,16.890/-242/195,\textbf{F},\textbf{F},1.762/-261/226,0.080/-31/56,53.503/-244/180,0.022/2/23,\textbf{F},1.260/-48/58,0.379/-298/44,\textbf{F},52.879/-224/169,,2,"(1, (2,), 'Pg')"
oracle_ac_primal_dual,O-PD,$Q_g$,Qg,Qg,18,10,0.3008514642715454,60.5,0.3274350166320801,-49.5221805047036,\textbf{F},0.298/-71/72,0.039/-9/32,\textbf{F},15.650/-476/268,0.304/-28/40,15.495/-214/190,\textbf{F},\textbf{F},1.455/-198/187,0.072/-19/49,\textbf{F},0.024/-4/34,63.332/-323/251,\textbf{F},0.112/-18/25,\textbf{F},\textbf{F},,2,"(1, (3,), 'Qg')"
oracle_ac_primal_dual,O-PD,$V_a{+}V_m$,Vm+Va,Va+Vm,18,11,0.5672440528869629,108.0,0.5825610160827637,-126.27557641456966,\textbf{F},0.292/-68/70,0.033/7/9,\textbf{F},14.086/-418/283,0.567/-139/108,14.372/-191/150,\textbf{F},\textbf{F},1.106/-126/127,0.070/-15/45,\textbf{F},0.028/-22/29,61.359/-310/256,3.602/-323/222,0.148/-55/33,\textbf{F},\textbf{F},,2,"(2, (0, 1), 'Va+Vm')"
oracle_ac_primal_dual,O-PD,$V_a{+}P_g$,Pg+Va,Va+Pg,18,15,1.368736982345581,57.0,1.4127438068389893,-32.21167904766762,\textbf{F},0.199/-14/33,0.030/16/13,71.078/-58/103,5.104/-88/93,0.216/9/16,17.592/-257/190,7.487/17/65,\textbf{F},1.369/-180/183,0.084/-38/57,20.537/-32/71,0.018/19/9,15.160/-1/37,0.993/-17/41,0.201/-111/14,\textbf{F},26.425/-62/71,,2,"(2, (0, 2), 'Va+Pg')"
oracle_ac_primal_dual,O-PD,$V_a{+}Q_g$,Qg+Va,Va+Qg,18,11,0.291996955871582,87.0,0.3255410194396972,-66.45163587266859,\textbf{F},0.290/-66/73,0.032/11/14,\textbf{F},15.731/-479/299,0.292/-23/38,14.382/-192/180,\textbf{F},\textbf{F},2.355/-382/260,0.098/-62/87,\textbf{F},0.024/-3/26,61.633/-311/257,4.441/-421/175,0.125/-32/30,\textbf{F},\textbf{F},,2,"(2, (0, 3), 'Va+Qg')"
oracle_ac_primal_dual,O-PD,$V_m{+}P_g$,Pg+Vm,Vm+Pg,18,14,0.8220694065093994,45.5,0.8879934549331665,-37.044487360723096,\textbf{F},0.198/-14/35,0.029/20/8,\textbf{F},13.459/-395/248,0.216/9/16,7.461/-51/73,28.360/-216/273,\textbf{F},0.684/-40/73,0.068/-12/40,67.218/-333/253,0.031/-34/49,14.513/3/34,0.960/-13/42,0.137/-44/13,\textbf{F},32.362/-98/94,,2,"(2, (1, 2), 'Vm+Pg')"
oracle_ac_primal_dual,O-PD,$V_m{+}Q_g$,Qg+Vm,Vm+Qg,18,10,0.271436333656311,66.5,0.28816378116607666,-71.06275188104864,\textbf{F},0.243/-40/51,0.035/1/21,\textbf{F},\textbf{F},0.300/-26/37,13.951/-183/171,\textbf{F},\textbf{F},1.132/-132/135,0.101/-66/82,\textbf{F},0.022/5/26,55.697/-272/239,3.011/-253/209,0.168/-76/32,\textbf{F},\textbf{F},,2,"(2, (1, 3), 'Vm+Qg')"
oracle_ac_primal_dual,O-PD,$P_g{+}Q_g$,Pg+Qg,Pg+Qg,18,13,0.6138231754302979,58.0,0.682056188583374,-35.61372782880063,\textbf{F},0.236/-36/47,0.032/10/17,\textbf{F},12.180/-348/215,0.209/12/15,12.445/-152/141,\textbf{F},\textbf{F},0.614/-26/58,0.069/-14/39,49.377/-218/179,0.027/-19/34,\textbf{F},1.489/-75/73,0.193/-102/28,60.688/-32/235,64.296/-294/208,,2,"(2, (2, 3), 'Pg+Qg')"
oracle_ac_primal_dual,O-PD,$V_a{+}V_m{+}P_g$,Pg+Vm+Va,Va+Vm+Pg,18,15,1.2726759910583496,31.0,1.406318187713623,6.056740765589584,\textbf{F},0.171/2/23,0.027/24/7,\textbf{F},4.259/-57/73,0.223/6/16,7.070/-43/66,6.682/26/54,\textbf{F},1.273/-160/94,0.065/-6/38,11.900/23/31,0.019/18/8,12.299/18/24,0.869/-2/28,0.074/22/7,36.131/21/113,23.735/-46/61,,2,"(3, (0, 1, 2), 'Va+Vm+Pg')"
oracle_ac_primal_dual,O-PD,$V_a{+}V_m{+}Q_g$,Qg+Vm+Va,Va+Vm+Qg,18,10,0.28058159351348877,57.5,0.2909836769104004,-40.67300652842423,\textbf{F},0.265/-52/59,0.031/13/6,\textbf{F},\textbf{F},0.297/-25/40,19.502/-295/236,\textbf{F},\textbf{F},1.008/-106/101,0.077/-28/56,\textbf{F},0.020/13/23,58.597/-291/244,3.274/-284/223,0.123/-29/34,\textbf{F},\textbf{F},,2,"(3, (0, 1, 3), 'Va+Vm+Qg')"
oracle_ac_primal_dual,O-PD,$V_a{+}P_g{+}Q_g$,Pg+Qg+Va,Va+Pg+Qg,18,14,1.9833365678787231,49.5,2.0539910793304443,-10.458198253408067,\textbf{F},0.184/-5/27,0.029/20/12,\textbf{F},7.548/-178/109,0.190/20/11,6.906/-40/70,10.365/-15/72,\textbf{F},2.932/-500/229,0.051/16/16,15.744/-1/57,0.016/30/7,19.755/-32/52,1.035/-21/47,0.080/16/10,\textbf{F},28.380/-74/77,,2,"(3, (0, 2, 3), 'Va+Pg+Qg')"
oracle_ac_primal_dual,O-PD,$V_m{+}P_g{+}Q_g$,Pg+Qg+Vm,Vm+Pg+Qg,18,14,0.753371000289917,27.0,0.8058435916900635,3.162538982641586,\textbf{F},0.159/9/19,0.027/25/9,169.398/-276/283,13.303/-389/242,0.179/25/6,7.145/-45/64,30.043/-235/266,\textbf{F},0.659/-35/70,0.054/11/22,\textbf{F},0.017/24/13,10.698/29/17,0.848/1/32,0.090/6/9,\textbf{F},24.931/-53/65,,2,"(3, (1, 2, 3), 'Vm+Pg+Qg')"
oracle_ac_primal_dual,O-PD,$V_a{+}V_m{+}P_g{+}Q_g$,Pg+Qg+Vm+Va,Va+Vm+Pg+Qg,18,18,1.803743839263916,3.5,2.4108959436416626,47.578927078331944,11.308/63/8,0.119/32/2,0.027/24/2,17.136/62/5,1.337/51/4,0.167/30/2,2.270/54/3,4.601/49/9,38.037/77/12,0.272/44/2,0.040/34/2,4.883/69/4,0.019/19/2,8.028/46/4,0.486/43/3,0.071/25/2,8.511/81/4,8.317/49/4,,2,"(4, (0, 1, 2, 3), 'Va+Vm+Pg+Qg')"
oracle_ac_constraint_dual,O-CD,$V_a$,Va,Va,18,14,1.3390800952911377,89.0,1.4113595485687256,-41.90352112822817,\textbf{F},0.194/-11/34,0.033/7/11,\textbf{F},6.723/-147/98,0.234/1/21,10.001/-103/110,\textbf{F},\textbf{F},1.243/-154/148,0.070/-15/45,48.125/-210/202,0.017/24/11,28.366/-89/104,1.436/-68/80,0.088/8/28,43.258/6/161,76.200/-367/228,,3,"(1, (0,), 'Va')"
oracle_ac_constraint_dual,O-CD,$V_m$,Vm,Vm,18,14,1.4413299560546875,81.0,1.5144588947296143,-45.93071833608717,\textbf{F},0.208/-20/38,0.033/8/13,\textbf{F},7.673/-182/153,0.223/6/20,7.334/-49/74,\textbf{F},\textbf{F},1.289/-164/164,0.079/-30/50,70.327/-353/287,0.023/-1/26,31.711/-112/115,1.593/-87/88,0.086/10/20,65.605/-43/242,49.123/-201/159,,3,"(1, (1,), 'Vm')"
oracle_ac_constraint_dual,O-CD,$P_g$,Pg,Pg,18,15,1.6346619129180908,42.0,1.679093837738037,-17.44054124382002,81.437/-169/237,0.208/-19/36,0.034/3/14,\textbf{F},9.919/-265/157,0.197/17/11,5.370/-9/46,26.825/-199/265,\textbf{F},1.298/-166/168,0.066/-9/36,16.022/-3/55,0.027/-17/17,13.932/7/29,1.635/-92/42,0.086/10/15,\textbf{F},19.238/-18/45,,3,"(1, (2,), 'Pg')"
oracle_ac_constraint_dual,O-CD,$Q_g$,Qg,Qg,18,13,0.6117360591888428,63.0,0.6651909351348877,-39.0618431484781,\textbf{F},0.242/-39/49,0.029/18/14,\textbf{F},11.728/-331/196,0.237/0/22,7.545/-53/81,\textbf{F},\textbf{F},0.612/-25/63,0.065/-8/29,61.140/-294/261,0.025/-8/25,29.645/-98/108,2.782/-226/108,0.105/-10/23,\textbf{F},45.044/-176/143,,3,"(1, (3,), 'Qg')"
oracle_ac_constraint_dual,O-CD,$V_a{+}V_m$,Vm+Va,Va+Vm,18,13,0.9249539375305176,90.0,0.9640469551086426,-89.26976104286398,\textbf{F},0.256/-47/57,0.029/19/10,\textbf{F},6.473/-138/126,0.429/-81/70,12.135/-146/119,\textbf{F},\textbf{F},0.925/-89/90,0.100/-64/83,68.701/-342/280,0.030/-29/13,31.916/-113/118,1.979/-132/93,0.077/20/16,\textbf{F},71.936/-341/224,,3,"(2, (0, 1), 'Va+Vm')"
oracle_ac_constraint_dual,O-CD,$V_a{+}P_g$,Pg+Va,Va+Pg,18,17,3.013284921646118,33.0,3.2460739612579346,2.7409598769033265,80.306/-165/234,0.163/6/18,0.033/6/11,105.372/-134/166,3.013/-11/44,0.187/21/11,5.253/-7/43,7.442/17/33,\textbf{F},1.837/-276/183,0.067/-10/36,22.874/-47/95,0.017/24/10,12.739/15/21,0.779/9/24,0.082/14/15,63.046/-38/253,15.865/3/33,,3,"(2, (0, 2), 'Va+Pg')"
oracle_ac_constraint_dual,O-CD,$V_a{+}Q_g$,Qg+Va,Va+Qg,18,12,0.9086085557937621,72.5,0.9647064208984375,-59.86792215542711,\textbf{F},0.284/-63/62,0.029/17/10,\textbf{F},8.924/-228/151,0.251/-6/26,7.730/-57/83,\textbf{F},\textbf{F},1.942/-297/113,0.073/-19/50,43.482/-180/204,0.024/-5/9,30.015/-100/106,1.533/-80/86,0.086/9/27,\textbf{F},\textbf{F},,3,"(2, (0, 3), 'Va+Qg')"
oracle_ac_constraint_dual,O-CD,$V_m{+}P_g$,Pg+Vm,Vm+Pg,18,14,0.9894070625305176,23.5,1.0566561222076416,5.071482330955889,\textbf{F},0.163/6/20,0.034/4/11,\textbf{F},8.355/-207/148,0.193/19/11,5.866/-19/53,17.721/-97/159,\textbf{F},1.242/-154/151,0.056/8/22,20.020/-29/75,0.019/18/20,12.621/16/23,0.737/14/24,0.073/23/13,\textbf{F},21.419/-31/52,,3,"(2, (1, 2), 'Vm+Pg')"
oracle_ac_constraint_dual,O-CD,$V_m{+}Q_g$,Qg+Vm,Vm+Qg,18,14,1.542590618133545,85.0,1.5977182388305664,-59.59497477043797,\textbf{F},0.226/-30/44,0.035/2/16,\textbf{F},11.154/-310/192,0.224/6/21,7.257/-47/77,\textbf{F},\textbf{F},1.492/-205/168,0.088/-45/62,64.782/-317/276,0.026/-13/25,31.016/-107/115,1.593/-87/93,0.111/-16/41,78.844/-72/300,50.658/-211/164,,3,"(2, (1, 3), 'Vm+Qg')"
oracle_ac_constraint_dual,O-CD,$P_g{+}Q_g$,Pg+Qg,Pg+Qg,18,14,1.2647290229797363,50.0,1.3246605396270752,-35.95180303424626,\textbf{F},0.242/-39/46,0.034/4/15,\textbf{F},8.003/-194/155,0.186/22/9,7.237/-47/76,29.180/-225/295,\textbf{F},1.377/-182/180,0.070/-16/42,21.238/-37/81,0.024/-3/32,17.541/-17/34,1.152/-35/54,0.082/14/19,\textbf{F},27.433/-68/76,,3,"(2, (2, 3), 'Pg+Qg')"
oracle_ac_constraint_dual,O-CD,$V_a{+}V_m{+}P_g$,Pg+Vm+Va,Va+Vm+Pg,18,16,1.7559329271316528,20.0,2.0068061351776123,15.35025928422316,84.262/-178/213,0.145/17/12,0.031/14/7,\textbf{F},2.869/-6/41,0.204/14/10,5.748/-17/52,5.610/37/41,\textbf{F},0.640/-31/67,0.054/11/21,8.499/45/19,0.018/23/11,10.915/27/17,0.642/25/15,0.068/28/9,21.562/53/61,15.125/7/29,,3,"(3, (0, 1, 2), 'Va+Vm+Pg')"
oracle_ac_constraint_dual,O-CD,$V_a{+}V_m{+}Q_g$,Qg+Vm+Va,Va+Vm+Qg,18,12,0.49462687969207764,73.0,0.5194334983825684,-51.586946066872734,\textbf{F},0.242/-39/52,0.031/13/7,\textbf{F},\textbf{F},0.243/-2/25,11.833/-140/135,\textbf{F},\textbf{F},0.746/-53/77,0.091/-50/69,70.760/-356/276,0.019/15/8,31.788/-112/117,1.764/-107/102,0.077/19/16,\textbf{F},63.945/-292/201,,3,"(3, (0, 1, 3), 'Va+Vm+Qg')"
oracle_ac_constraint_dual,O-CD,$V_a{+}P_g{+}Q_g$,Pg+Qg+Va,Va+Pg+Qg,18,15,1.2357661724090576,33.0,1.2800133228302002,15.915541988003573,\textbf{F},0.171/2/23,0.030/16/10,\textbf{F},4.347/-60/74,0.187/21/9,4.909/0/42,5.494/39/37,\textbf{F},1.236/-153/153,0.048/20/16,10.136/35/34,0.017/28/6,12.305/18/24,0.968/-14/33,0.075/21/16,43.242/6/163,18.733/-15/43,,3,"(3, (0, 2, 3), 'Va+Pg+Qg')"
oracle_ac_constraint_dual,O-CD,$V_m{+}P_g{+}Q_g$,Pg+Qg+Vm,Vm+Pg+Qg,18,16,3.724198818206787,42.5,4.2000792026519775,-30.402946868411753,64.367/-112/184,0.183/-5/27,0.031/14/15,\textbf{F},9.579/-252/161,0.173/27/7,5.465/-11/50,18.987/-112/182,\textbf{F},1.983/-306/262,0.058/5/28,19.614/-26/71,0.033/-44/35,10.501/30/23,1.495/-75/29,0.079/17/14,65.695/-43/242,21.946/-35/55,,3,"(3, (1, 2, 3), 'Vm+Pg+Qg')"
oracle_ac_constraint_dual,O-CD,$V_a{+}V_m{+}P_g{+}Q_g$,Pg+Qg+Vm+Va,Va+Vm+Pg+Qg,18,18,1.9438090324401855,5.5,2.537220597267151,44.333413570280925,11.432/62/9,0.124/29/4,0.028/21/3,18.378/59/8,1.499/45/8,0.167/30/3,2.389/52/5,5.112/43/12,41.639/75/16,0.285/42/6,0.043/29/4,5.285/66/6,0.014/37/3,6.703/55/5,0.479/44/4,0.066/30/4,8.342/82/11,8.972/45/6,,3,"(4, (0, 1, 2, 3), 'Va+Vm+Pg+Qg')"
oracle_ac_bounds_dual,O-BD,$V_a$,Va,Va,18,11,0.3733179569244385,104.0,0.3965709209442138,-114.41126248317441,\textbf{F},0.373/-114/104,0.037/-3/24,\textbf{F},13.094/-382/253,0.328/-38/52,17.747/-260/235,\textbf{F},\textbf{F},1.970/-303/262,0.087/-43/67,\textbf{F},0.034/-47/48,39.683/-165/171,4.527/-431/240,0.087/8/30,\textbf{F},\textbf{F},,4,"(1, (0,), 'Va')"
oracle_ac_bounds_dual,O-BD,$V_m$,Vm,Vm,18,11,0.3005869388580322,99.0,0.3317670822143554,-79.27971352464215,\textbf{F},0.277/-59/66,0.032/10/17,\textbf{F},\textbf{F},0.301/-27/42,13.033/-164/165,\textbf{F},\textbf{F},0.876/-79/112,0.095/-57/79,\textbf{F},0.043/-89/99,30.081/-101/127,3.093/-263/209,0.089/6/28,\textbf{F},67.121/-311/250,,4,"(1, (1,), 'Vm')"
oracle_ac_bounds_dual,O-BD,$P_g$,Pg,Pg,18,13,1.521338939666748,74.0,1.5932118892669678,-37.00902421919999,\textbf{F},0.242/-39/52,0.031/12/13,\textbf{F},12.585/-363/258,0.229/4/18,6.758/-37/74,\textbf{F},\textbf{F},1.927/-294/217,0.094/-55/79,18.436/-19/77,0.023/1/36,16.410/-10/49,1.521/-78/83,0.111/-17/50,\textbf{F},38.776/-138/131,,4,"(1, (2,), 'Pg')"
oracle_ac_bounds_dual,O-BD,$Q_g$,Qg,Qg,18,10,0.32255768775939936,83.0,0.3463220596313476,-76.2522860649184,\textbf{F},0.371/-113/98,0.034/4/22,\textbf{F},\textbf{F},0.274/-15/36,12.514/-154/163,\textbf{F},\textbf{F},1.240/-154/118,0.085/-39/68,\textbf{F},0.028/-20/45,45.060/-201/194,3.007/-253/206,0.117/-23/51,\textbf{F},\textbf{F},,4,"(1, (3,), 'Qg')"
oracle_ac_bounds_dual,O-BD,$V_a{+}V_m$,Vm+Va,Va+Vm,18,13,0.7515420913696289,97.0,0.7999551296234131,-111.10076504587956,\textbf{F},0.368/-111/60,0.038/-6/29,\textbf{F},13.654/-402/300,0.536/-126/97,16.636/-237/213,\textbf{F},\textbf{F},0.752/-54/88,0.095/-56/76,46.884/-202/247,0.019/19/16,31.507/-110/128,4.983/-485/222,0.087/9/27,\textbf{F},71.460/-338/268,,4,"(2, (0, 1), 'Va+Vm')"
