timestamp_utc,case_file,case_name,run_name,family,dual_mode,seed_source,is_oracle,is_practical,blocks,num_blocks,seed_vm_policy,seed_qg_policy,termination,status,success,objective,objective_gap_vs_baseline_abs,objective_gap_vs_baseline_rel,objective_matches_baseline,shared_case_prep_time,build_time,solve_time,total_time,end_to_end_time,full_pipeline_time_including_shared_case_prep,log_path,hit_max_iter,iterations,dual_inf,constr_viol,var_bound_viol,compl_inf,overall_nlp_error,ipopt_reported_total_sec,ipopt_cpu_sec_no_func_eval,ipopt_cpu_sec_func_eval,ipopt_cpu_total_est,restoration_used,baseMVA,nb,nl,ng_total,ng_active,n_load_buses,n_ref_buses,n_pv_buses,n_pq_buses,total_pd_mw,total_qd_mvar,sum_pmax_mw,sum_pmin_mw,sum_qmax_mvar,sum_qmin_mvar,n_branch_with_limits,n_branch_out_of_service,gencost_any_pwl,gencost_max_poly_degree,gencost_any_quadratic,objective_value,total_pg_mw,total_qg_mvar,vm_min,vm_max,vm_mean,vm_std,va_min_rad,va_max_rad,va_mean_rad,va_std_rad,max_line_mva_from,max_line_mva_to,mean_line_mva_from,mean_line_mva_to,max_thermal_util_from,max_thermal_util_to,mean_thermal_util_from,mean_thermal_util_to,max_flow_limit_violation_sq_from,max_flow_limit_violation_sq_to,n_pg_at_lb,n_pg_at_ub,n_qg_at_lb,n_qg_at_ub,n_vm_at_lb,n_vm_at_ub,init_has_Pg,init_Pg_l2,init_Pg_linf,init_Pg_mean_abs,init_Pg_median_abs,init_Pg_max_abs,init_has_Qg,init_Qg_l2,init_Qg_linf,init_Qg_mean_abs,init_Qg_median_abs,init_Qg_max_abs,init_has_Vm,init_Vm_l2,init_Vm_linf,init_Vm_mean_abs,init_Vm_median_abs,init_Vm_max_abs,init_has_Va,init_Va_l2,init_Va_linf,init_Va_mean_abs,init_Va_median_abs,init_Va_max_abs,init_has_duals,init_has_constraint_duals,init_has_bound_mults,dist_to_baseline_Pg_l2,dist_to_baseline_Pg_linf,dist_to_baseline_Pg_mean_abs,dist_to_baseline_Pg_median_abs,dist_to_baseline_Pg_max_abs,dist_to_baseline_Qg_l2,dist_to_baseline_Qg_linf,dist_to_baseline_Qg_mean_abs,dist_to_baseline_Qg_median_abs,dist_to_baseline_Qg_max_abs,dist_to_baseline_Vm_l2,dist_to_baseline_Vm_linf,dist_to_baseline_Vm_mean_abs,dist_to_baseline_Vm_median_abs,dist_to_baseline_Vm_max_abs,dist_to_baseline_Va_l2,dist_to_baseline_Va_linf,dist_to_baseline_Va_mean_abs,dist_to_baseline_Va_median_abs,dist_to_baseline_Va_max_abs,dc_seed_mode,dc_solver,dc_solver_problem_type,dc_termination,dc_status,dc_build_time,dc_solve_time,dc_total_time,dc_objective
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,baseline_default,baseline,none,case_default,0,1,,0,,,optimal,ok,1,3972.3627699062235,,,,0.002167940139770508,0.002155780792236328,0.06072402000427246,0.06287980079650879,0.06287980079650879,0.0650477409362793,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/baseline_default.log,0,26,5.051494500691103e-09,1.3724310576890275e-10,1.0382610504677814e-07,9.664980828490934e-08,9.664980828490934e-08,0.02,,,0.02,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.56258387348,6292.548735830833,1259.733141881142,0.9970877857432857,1.0600000087760357,1.044028641232602,0.01501558209718745,-0.20670867020623432,0.08316925628151517,-0.12662086028915598,0.08092037242337849,889.0662116352695,900.0000043665219,292.47874506359875,298.1988935359036,1.0000000040587065,1.000000004851691,0.3893794880905418,0.3949053139040729,2.0293532188020436e-07,7.859739383775377e-07,0,7,2,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Pg,oracle_ac_primal_only,none,ac_true,1,0,Pg,1,,,optimal,ok,1,3972.3627699062185,134443.19981396708,33.84464299999995,0,0.002167940139770508,0.003001689910888672,0.05460786819458008,0.05760955810546875,0.05760955810546875,0.05977749824523926,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Pg.log,0,23,5.0510350041010205e-09,1.3715784064061154e-10,1.0382610504677814e-07,9.664983383695905e-08,9.664983383695905e-08,0.015,,,0.015,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.5625838733,6292.548735830787,1259.7331418800945,0.9970877857432953,1.0600000087760357,1.0440286412327233,0.015015582097512241,-0.20670867020652503,0.08316925627845288,-0.12662086028958028,0.08092037242316763,889.0662116352697,900.0000043665217,292.47874506400325,298.19889353595454,1.0000000040587056,1.0000000048516908,0.38937948809121614,0.3949053139040994,2.029352792476402e-07,7.859739099558283e-07,0,7,2,2,0,5,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,0,0,0,5.6953375385183805e-12,4.24776880336708e-12,8.042511101535865e-13,0.0,4.24776880336708e-12,1.0242397244088614e-10,7.3446748682926e-11,1.576604805148605e-11,2.3049340214242875e-12,7.3446748682926e-11,1.0537203657136602e-11,5.9818816566803434e-12,9.433365769440664e-13,4.383160501220118e-13,5.9818816566803434e-12,4.1928626017419675e-12,3.062286535460146e-12,4.243530384634288e-13,2.9895530495593903e-13,3.062286535460146e-12,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Qg,oracle_ac_primal_only,none,ac_true,1,0,Qg,1,,,optimal,ok,1,3972.3627699029275,134443.19981385244,33.844642999971086,0,0.002167940139770508,0.0026721954345703125,0.061676025390625,0.06434822082519531,0.06434822082519531,0.06651616096496582,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Qg.log,0,32,8.2548067302171e-09,2.1439205966089503e-10,1.0382609261228026e-07,9.997053147136418e-08,9.997053147136418e-08,0.025,,,0.025,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.56258375867,6292.548735808788,1259.733141354032,0.997087785790445,1.0600000087765686,1.0440286413007624,0.015015582248580472,-0.2067086703447116,0.08316925481803424,-0.12662086049288668,0.08092037232092737,889.0662116352719,900.0000043665219,292.47874526072695,298.1988935659958,1.0000000040586345,1.000000004851691,0.3893794884184086,0.3949053139250388,2.029317265339614e-07,7.859739383775377e-07,0,7,2,2,0,5,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,0,0,2.6532197903476104e-09,1.983031294727766e-09,3.745916243858005e-10,9.769962616701378e-15,1.983031294727766e-09,4.9378249675587136e-08,3.498130185519699e-08,7.497063755730408e-09,9.048746196782531e-10,3.498130185519699e-08,5.054225313721192e-09,2.852865277347405e-09,4.602070035594407e-10,2.2373991548363392e-10,2.852865277347405e-09,2.0054713592652787e-09,1.4634809336611099e-09,2.0373069346219105e-10,1.4342543819267917e-10,1.4634809336611099e-09,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Vm,oracle_ac_primal_only,none,ac_true,1,0,Vm,1,,,optimal,ok,1,3972.3627699062317,134443.19981396754,33.84464300000007,0,0.002167940139770508,0.003155946731567383,0.06302213668823242,0.0661780834197998,0.0661780834197998,0.06834602355957031,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Vm.log,0,27,5.0486659125244596e-09,1.3638512541547243e-10,1.0382610682313498e-07,9.664687521426278e-08,9.664687521426278e-08,0.019,,,0.019,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.56258387378,6292.548735830832,1259.7331418810334,0.9970877857431377,1.060000008776032,1.0440286412326087,0.015015582097271739,-0.20670867020629655,0.08316925628085618,-0.12662086028924405,0.08092037242333625,889.066211635269,900.0000043665219,292.47874506368817,298.198893535911,1.0000000040587047,1.000000004851691,0.38937948809068884,0.3949053139040714,2.0293524372050342e-07,7.859739383775377e-07,0,7,2,2,0,5,0,,,,,,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,0,0,1.3226178560229735e-12,9.37860900052101e-13,1.8757773112554332e-13,0.0,9.37860900052101e-13,2.560229315921875e-11,1.7301049481943664e-11,5.249604960146061e-12,1.9137469386976136e-12,1.7301049481943664e-11,2.3390774179080805e-12,1.3302692281058626e-12,2.2235489802678552e-13,1.247890679678676e-13,1.3302692281058626e-12,8.989511953518114e-13,6.589867540540695e-13,8.842268085820283e-14,5.69266855876549e-14,6.589867540540695e-13,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Va,oracle_ac_primal_only,none,ac_true,1,0,Va,1,,,optimal,ok,1,3972.3627699028525,134443.19981384982,33.84464299997043,0,0.002167940139770508,0.003020048141479492,0.062046051025390625,0.06506609916687012,0.06506609916687012,0.06723403930664062,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Va.log,0,30,8.341453039105722e-09,2.1655566229128453e-10,1.0382609261228026e-07,1.0006459534232973e-07,1.0006459534232973e-07,0.025,,,0.025,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.56258375605,6292.54873580827,1259.7331413417485,0.9970877857908518,1.06000000877658,1.0440286413022248,0.015015582252202819,-0.206708670347962,0.0831692547837748,-0.12662086049764645,0.08092037231854654,889.0662116352722,900.0000043665223,292.47874526528454,298.19889356662384,1.000000004058633,1.0000000048516915,0.3893794884259993,0.3949053139254224,2.0293165547968783e-07,7.859740094318113e-07,0,7,2,2,0,5,0,,,,,,0,,,,,,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,0,0,2.71592691921369e-09,2.0298876468594074e-09,3.8344512565124943e-10,9.769962616701378e-15,2.0298876468594074e-09,5.052566476477096e-08,3.5786495600209633e-08,7.67248758047737e-09,9.347398410852747e-10,3.5786495600209633e-08,5.172149176328429e-09,2.919634090048362e-09,4.708301868041951e-10,2.2877078009742036e-10,2.919634090048362e-09,2.0523980465888638e-09,1.4977403761662345e-09,2.0849052906121926e-10,1.4678025461734023e-10,1.4977403761662345e-09,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Pg_Qg,oracle_ac_primal_only,none,ac_true,1,0,Pg+Qg,2,,,optimal,ok,1,3972.3627699062167,134443.19981396702,33.844642999999934,0,0.002167940139770508,0.002498149871826172,0.056462764739990234,0.058960914611816406,0.058960914611816406,0.061128854751586914,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Pg_Qg.log,0,23,5.051235408030583e-09,1.3716494606796914e-10,1.0382610504677814e-07,9.665015177817506e-08,9.665015177817506e-08,0.019,,,0.019,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.56258387325,6292.54873583077,1259.7331418796743,0.9970877857433127,1.0600000087760357,1.044028641232775,0.01501558209763836,-0.20670867020663827,0.08316925627725621,-0.12662086028974617,0.08092037242308447,889.0662116352695,900.000004366522,292.4787450641624,298.19889353597614,1.0000000040587056,1.000000004851691,0.38937948809148104,0.394905313904112,2.029352792476402e-07,7.859739810101019e-07,0,7,2,2,0,5,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,0,0,7.864163490445117e-12,5.864253527221308e-12,1.1106726649501296e-12,0.0,5.864253527221308e-12,1.4256146394260386e-10,1.0199929789678208e-10,2.1906878694532203e-11,3.299749362639659e-12,1.0199929789678208e-10,1.4661612782802496e-11,8.318679078911373e-12,1.313954643095281e-12,6.084022174945858e-13,8.318679078911373e-12,5.830704301166851e-12,4.258954300340179e-12,5.902265855549051e-13,4.15861789448968e-13,4.258954300340179e-12,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Pg_Vm,oracle_ac_primal_only,none,ac_true,1,0,Pg+Vm,2,,,optimal,ok,1,3972.3627699063672,134443.19981397226,33.844643000001255,0,0.002167940139770508,0.002485990524291992,0.05718684196472168,0.05967283248901367,0.05967283248901367,0.06184077262878418,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Pg_Vm.log,0,27,5.023290619945477e-09,1.254534254258033e-10,1.0382610682313498e-07,9.661267758232532e-08,9.661267758232532e-08,0.019,,,0.019,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.5625838785,6292.548735830904,1259.7331418810566,0.9970877857430023,1.0600000087759818,1.0440286412326998,0.015015582097771107,-0.2067086702067727,0.0831692562759217,-0.1266208602899188,0.08092037242302562,889.0662116352687,900.0000043665216,292.47874506437694,298.1988935359832,1.0000000040587174,1.0000000048516906,0.3893794880918205,0.39490531390407924,2.0293587255082457e-07,7.859738815341188e-07,0,7,2,2,0,5,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,0,0,1.1223458721833343e-11,8.288481012641569e-12,1.5863088620449162e-12,8.881784197001252e-16,8.288481012641569e-12,2.001592657141482e-10,1.5277534792801362e-10,3.418946766275504e-11,5.201339359217627e-12,1.5277534792801362e-10,2.0012978555762117e-11,1.1479928119229044e-11,1.838207648774688e-12,9.463541061904834e-13,1.1479928119229044e-11,7.67254288894603e-12,5.5934701315152324e-12,7.628609282734216e-13,4.932720898409571e-13,5.5934701315152324e-12,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Pg_Va,oracle_ac_primal_only,none,ac_true,1,0,Pg+Va,2,,,optimal,ok,1,3972.3627699027975,134443.19981384787,33.84464299996994,0,0.002167940139770508,0.002552032470703125,0.06893682479858398,0.07148885726928711,0.07148885726928711,0.07365679740905762,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Pg_Va.log,0,29,8.401404698600806e-09,2.1808865824368695e-10,1.0382609083592342e-07,1.0013073397582229e-07,1.0013073397582229e-07,0.028,,,0.028,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.5625837541,6292.548735807905,1259.733141333126,0.9970877857912054,1.0600000087765877,1.0440286413032476,0.015015582254717151,-0.20670867035022353,0.08316925475991656,-0.12662086050095986,0.08092037231688821,889.0662116352719,900.0000043665217,292.47874526845635,298.19889356706,1.0000000040586319,1.0000000048516908,0.38937948843128306,0.39490531392568756,2.0293159153084162e-07,7.859739099558283e-07,0,7,2,2,0,5,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,0,0,2.759573821458018e-09,2.0625158247966624e-09,3.896065581265873e-10,9.769962616701378e-15,2.0625158247966624e-09,5.132515642679584e-08,3.6347692605742665e-08,7.794720779538867e-09,9.529914635209025e-10,3.6347692605742665e-08,5.2542774053651466e-09,2.966135115300972e-09,4.782305150176678e-10,2.3227464396313735e-10,2.966135115300972e-09,2.0850726946473744e-09,1.5215986109984314e-09,2.118039051660437e-10,1.4911452628219024e-10,1.5215986109984314e-09,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Qg_Vm,oracle_ac_primal_only,none,ac_true,1,0,Qg+Vm,2,,,optimal,ok,1,3972.3627699062336,134443.1998139676,33.84464300000008,0,0.002167940139770508,0.002511262893676758,0.06217813491821289,0.06468939781188965,0.06468939781188965,0.06685733795166016,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Qg_Vm.log,0,27,5.049672860630086e-09,1.3712053714698413e-10,1.0382610504677814e-07,9.664738446205872e-08,9.664738446205872e-08,0.022,,,0.022,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.56258387383,6292.548735830943,1259.7331418839221,0.9970877857430318,1.0600000087760342,1.0440286412322575,0.015015582096379107,-0.20670867020549058,0.08316925628935343,-0.12662086028806543,0.08092037242392329,889.0662116352692,900.0000043665216,292.4787450625546,298.1988935357575,1.000000004058705,1.0000000048516906,0.38937948808880246,0.3949053139039821,2.0293525082593078e-07,7.859738815341188e-07,0,7,2,2,0,5,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,0,0,1.4345971447442429e-11,1.0684175766328963e-11,2.0263180022794814e-12,0.0,1.0684175766328963e-11,2.637060866855531e-10,1.8693219194787503e-10,4.092800362585395e-11,5.541789249718931e-12,1.8693219194787503e-10,2.702414656884514e-11,1.5292656030396756e-11,2.4469002322910992e-12,1.155964213239713e-12,1.5292656030396756e-11,1.0741241087122684e-11,7.838257820580452e-12,1.0905478799208058e-12,7.678024882551426e-13,7.838257820580452e-12,,,,,,,,,
2026-03-22T16:01:40Z,test_cases/pglib_opf_case39_epri.mat,pglib_opf_case39_epri,oracle_ac_primal_only__Qg_Va,oracle_ac_primal_only,none,ac_true,1,0,Qg+Va,2,,,optimal,ok,1,3972.3627699028652,134443.19981385022,33.84464299997053,0,0.002167940139770508,0.00251007080078125,0.05862116813659668,0.06113123893737793,0.06113123893737793,0.06329917907714844,acopf_acdc_paper_study/cases/pglib_opf_case39_epri/logs/oracle_ac_primal_only__Qg_Va.log,0,26,8.322762043170488e-09,2.1607959865832527e-10,1.0382609261228026e-07,1.0004454945191046e-07,1.0004454945191046e-07,0.022,,,0.022,False,100.0,39,46,10,10,21,1,9,29,6254.23,1387.1,7367.0,0.0,2807.0,-160.0,46,0,0,2,1,138415.56258375646,6292.548735808371,1259.7331413442116,0.9970877857907317,1.0600000087765775,1.0440286413019275,0.015015582251478764,-0.20670867034730625,0.08316925479067895,-0.12662086049668622,0.08092037231902625,889.0662116352722,900.0000043665223,292.47874526436533,298.1988935664962,1.000000004058635,1.0000000048516915,0.38937948842446823,0.3949053139253433,2.029317442975298e-07,7.859740094318113e-07,0,7,2,2,0,5,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,0,0,2.7032762752688335e-09,2.020449196837859e-09,3.8165857696448314e-10,9.769962616701378e-15,2.020449196837859e-09,5.0294432379391496e-08,3.5624138833290075e-08,7.637178081577132e-09,9.294923719593839e-10,3.5624138833290075e-08,5.148382567440571e-09,2.9061821837927937e-09,4.686850537301742e-10,2.2775381580686371e-10,2.9061821837927937e-09,2.0429381709660976e-09,1.4908362183652102e-09,2.0753024654887953e-10,1.4610335163922628e-10,1.4908362183652102e-09,,,,,,,,,
