family,blocks,num_blocks,seed_vm_policy,seed_qg_policy,n,avg_solve_time,median_solve_time,avg_end_to_end_time,median_end_to_end_time,avg_full_pipeline_time_including_shared_case_prep,median_full_pipeline_time_including_shared_case_prep,avg_iterations,median_iterations,n_matching_objective,share_matching_objective
baseline,,0,,,18,19.553690248065525,3.8258038759231567,20.7536531024509,4.0050013065338135,20.822390450371635,4.016191363334656,52.166666666666664,39.0,0,
dc_seed,Pg,1,,,17,17.824666584239285,2.8555450439453125,20.72100952092339,3.4338090419769287,20.79007064594942,3.441762924194336,44.05882352941177,40,0,0.0
dc_seed,Pg+Va,2,,,18,18.684009273846943,4.008045077323914,22.471188134617275,4.628035068511963,22.53992548253801,4.639225125312805,56.388888888888886,33.5,0,0.0
dc_seed,Va,1,,,17,14.225889682769775,2.629779815673828,17.547926790574017,3.2389678955078125,17.61698791560005,3.2469217777252197,42.294117647058826,38,0,0.0
oracle_ac_bounds_dual,Pg,1,,,13,7.472596645355225,1.521338939666748,8.000855060724112,1.5932118892669678,8.026033309789804,1.6394031047821045,87.46153846153847,74,0,0.0
oracle_ac_bounds_dual,Pg+Qg,2,,,13,9.381354643748356,1.1914489269256592,10.075514481617855,1.2944629192352295,10.100692730683546,1.3406541347503662,90.38461538461539,62,0,0.0
oracle_ac_bounds_dual,Pg+Qg+Va,3,,,14,10.4467180115836,1.5646840333938599,11.082895108631678,1.6109551191329956,11.109040549823217,1.6399518251419067,102.78571428571429,66.5,0,0.0
oracle_ac_bounds_dual,Pg+Qg+Vm,3,,,12,8.08486670255661,0.6453025341033936,8.743756771087646,0.6812351942062378,8.770370384057363,0.6912667751312256,66.25,62.0,0,0.0
oracle_ac_bounds_dual,Pg+Qg+Vm+Va,4,,,16,7.984019190073013,1.9048645496368408,9.00512771308422,2.3610360622406006,9.043970927596092,2.3913447856903076,34.875,16.0,0,0.0
oracle_ac_bounds_dual,Pg+Va,2,,,14,10.016133768217903,1.6106079816818237,10.709384543555123,1.6698535680770874,10.73552998474666,1.6988502740859985,102.64285714285714,75.0,0,0.0
oracle_ac_bounds_dual,Pg+Vm,2,,,12,7.74470869700114,0.7146040201187134,8.369849483172098,0.7650641202926636,8.396463096141815,0.792290210723877,76.16666666666667,73.5,0,0.0
oracle_ac_bounds_dual,Pg+Vm+Va,3,,,16,15.008506119251251,2.8138309717178345,16.132722571492195,3.047686219215393,16.18350102007389,3.074758768081665,65.25,39.0,0,0.0
oracle_ac_bounds_dual,Qg,1,,,10,6.272956442832947,0.3225576877593994,6.616380262374878,0.34632205963134766,6.634905600547791,0.3519841432571411,100.1,83.0,0,0.0
oracle_ac_bounds_dual,Qg+Va,2,,,11,7.727429324930364,0.5166940689086914,8.069090149619363,0.5521562099456787,8.086654446341775,0.5604171752929688,129,72,0,0.0
oracle_ac_bounds_dual,Qg+Vm,2,,,11,10.324095834385265,0.7258579730987549,10.828209465200251,0.7697458267211914,10.848376946015792,0.781548023223877,102.54545454545455,84,0,0.0
oracle_ac_bounds_dual,Qg+Vm+Va,3,,,11,12.280684731223367,0.6184618473052979,12.758171840147538,0.633037805557251,12.774863199754195,0.6361010074615479,114.81818181818181,93,0,0.0
oracle_ac_bounds_dual,Va,1,,,11,7.087924523787065,0.3733179569244385,7.425604863600298,0.39657092094421387,7.44316916032271,0.4048318862915039,135.0909090909091,104,0,0.0
oracle_ac_bounds_dual,Vm,1,,,11,10.458318948745728,0.3005869388580322,11.005130464380438,0.33176708221435547,11.025297945195978,0.33483028411865234,108.54545454545455,99,0,0.0
oracle_ac_bounds_dual,Vm+Va,2,,,13,14.386042631589449,0.7515420913696289,14.88697312428401,0.7999551296234131,14.912151373349703,0.8117573261260986,136.23076923076923,97,0,0.0
oracle_ac_constraint_dual,Pg,1,,,15,11.75293526649475,1.6346619129180908,12.671774260203044,1.679093837738037,12.708991479873657,1.7252850532531738,78.2,42,0,0.0
oracle_ac_constraint_dual,Pg+Qg,2,,,14,8.128466401781354,1.2647290229797363,8.818547095571246,1.3246605396270752,8.844692536762782,1.3536572456359863,79.57142857142857,50.0,0,0.0
oracle_ac_constraint_dual,Pg+Qg+Va,3,,,15,6.793172931671142,1.2357661724090576,7.407609049479166,1.2800133228302002,7.436227003733317,1.2918155193328857,45.53333333333333,33,0,0.0
